Codigo de Compartimento;Disponible para asesoramiento con cobro implícito;Disponible para asesoramiento con cobro explícito;Focus List;ISIN;Código de compartimento;Nombre;Divisa;Hedge;Categoria SB;Categoría Morningstar;Politica de dividendos;Traspasable;Benchmark;Mínimo Inicial;Tipo Suscripción Inicial;Mínimo Adicional;Tipo Suscripción Adicional;Gastos Corrientes;Comisión Gestión;Comisión Exito;Comisión Suscripción;Comisión Reembolso;Comisión Deposito;Comisión Distribución;Rebate PB;Producto Complejo;Fecha de constitución;Patrimonio;Rent 1M;Rent YTD;Rent 12M;Rent 36M;Rent 60M;Rent 2022;Rent 2023;Rent 2024;Hora Corte *Folleto;Gestora / Emisor;URL Ficha Comercial ;URL KID PRIIPS;REQ;Concentración Actualizada a feb/2023
;Y;Y;Y;IE00BYX5N110;70848;Fidelity SYP 500 Index Fund EUR P Acc (Hedged);EUR;Y;Renta Variable EE.UU;RV USA Cap. Grande Blend;C;Y;S&P 500 NR USD;2500;EUR;150;EUR;0.11;0.15;;;;;;0;N;3/20/18;1,205,604,707 €;-8.35;-4.6;8.04;6.19;17.25;-21.41;22.45;22.13;1600;FIL Investment Management Luxembourg S A Irela;https://api.fundinfo.com/document/1555200126a6b43205cd6b892ab6303e_185441/MR_ES_es_IE00BYX5N110_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/4b4014ac25aaa71cdb07752c149d630d_78686/PRP_ES_es_IE00BYX5N110_YES_2025-02-18.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;20
;Y;Y;Y;IE00BYX5MS15;70848;Fidelity SYP 500 Index Fund USD P Acc;USD;N;Renta Variable EE.UU;RV USA Cap. Grande Blend;C;Y;S&P 500 NR USD;2500;USD;150;USD;0.06;0.06;;;;;;0;N;3/20/18;1,205,604,707 €;-12.19;-9.37;9.63;9.52;19.62;-13.11;21.4;32.8;1600;FIL Investment Management Luxembourg S A Irela;https://api.fundinfo.com/document/27e3d3877c31678c1dfbb3494c4fde5d_184914/MR_ES_es_IE00BYX5MS15_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/4487ef41bced79952f737fb35ed5d092_79327/PRP_ES_es_IE00BYX5MS15_YES_2025-02-18.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;20
;Y;N;N;LU0397155978;69446;GSQuartix Modified Strategy on the Bloomberg Commodity IndexTotal Return Portfolio A EUR;EUR;Y;Alternativos Materias Primas;Materias Primas - Diversificado;C;Y;Bloomberg Commodity TR USD;1000;EUR;0;EUR;1.15;1;;;;;;50;N;5/19/09;796,395,357 €;-0.9;6.75;6.64;-2.31;13.54;14.83;-10.96;3.02;1000;Amundi Luxembourg S A;https://api.fundinfo.com/document/fbe15ac6c3e581ecd87f712cbdc27585_319874/MR_ES_en_LU0397155978_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9ecd685e732b5a17fc8b140f0c06199c_148054/PRP_ES_es_LU0397155978_YES_2024-08-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;75;10
;N;Y;N;IE00BDRK7P73;72928;iShares Developed Real Estate Index Fund (IE) D Acc EUR;EUR;N;Renta Variable Sectorial Global;Imobiliário Indirecto Global;C;Y;FTSE EPRA Nareit Developed NR EUR;0;EUR;0;EUR;0.17;0.3;;;;;;0;N;6/6/17;2,006,388,501 €;-5.52;-2.64;6.96;-3.34;8.91;-20.13;6.07;6.35;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/77477c20f264f55b5d35ccfadcc93fa7_322046/MR_ES_es_IE00BDRK7P73_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9facdb5f649c111d08543ce6c61dfa33_130476/PRP_ES_es_IE00BDRK7P73_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;IE00B83YJG36;72928;iShares Developed Real Estate Index Fund (IE) Institutional Acc EUR;EUR;N;Renta Variable Sectorial Global;Imobiliário Indirecto Global;C;Y;FTSE EPRA Nareit Developed NR EUR;0;EUR;0;EUR;0.22;0.2;;;;;;0;N;2/13/13;2,006,388,501 €;-5.52;-2.65;6.91;-3.38;8.87;-20.15;6.01;6.3;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/401aca9d0ca690c2a62c433614b3d39e_368543/MR_ES_es_IE00B83YJG36_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/14b8be1bcfb5cdd04ddc9d55d3b65339_130745/PRP_ES_es_IE00B83YJG36_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;IE00B89M2V73;72928;iShares Developed Real Estate Index Fund (IE) Institutional Acc USD;USD;N;Renta Variable Sectorial Global;Imobiliário Indirecto Global;C;Y;FTSE EPRA Nareit Developed NR EUR;0;USD;0;USD;0.22;0.2;;;;;;0;N;6/18/14;2,006,388,501 €;-5.52;-2.89;6.91;-3.38;8.87;-19.91;6.64;5.99;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/cecbffb49ef150b67162b3c59f619826_366846/MR_ES_es_IE00B89M2V73_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/e8eec8cdfd51a85d9739032e5b402b46_130415/PRP_ES_es_IE00B89M2V73_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;75;10
;Y;N;N;IE00B7F1RC73;72928;iShares Developed Real Estate Index Fund (IE) Institutional Dist EUR;EUR;N;Renta Variable Sectorial Global;Imobiliário Indirecto Global;D;Y;FTSE EPRA Nareit Developed NR EUR;0;EUR;0;EUR;0.22;0.2;;;;;;0;N;8/8/12;2,006,388,501 €;-5.52;-2.65;6.91;-3.67;8.51;-20.86;6.02;6.29;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/0ebe35ecf9c2dc6bb7dc9a336f1d2bc4_364144/MR_ES_es_IE00B7F1RC73_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/84da563af655dfe5801b56fb9cf2e491_130294/PRP_ES_es_IE00B7F1RC73_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;IE00BYZ8K175;72760;iShares Developed World ESG Screened Index Fund (IE) D Acc USD;USD;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World Screened NR USD;0;USD;0;;0.15;0.13;;;;;;0;N;6/23/17;3,651,239,306 €;-10.65;-7.01;9.55;9.28;18.69;-14.14;21.79;27.97;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/ebddf02b0a176976b04dae29370c8111_370502/MR_ES_es_IE00BYZ8K175_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/eec9484fc046d832808c39a821392434_131827/PRP_ES_es_IE00BYZ8K175_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;IE00BYZ8K068;72760;iShares Developed World ESG Screened Index Fund (IE) D Dist GBP;GBP;N;Renta Variable Global;RV Global Cap. Grande Blend;D;N;MSCI World Screened NR USD;0;GBP;0;;0.15;0.14;;;;;;0;N;6/23/17;3,651,239,306 €;-10.65;-7.1;9.55;9.05;18.49;-15.15;21.82;28.33;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/3bfda162c48e10f2fe0e2799b5b2b67f_368305/MR_ES_es_IE00BYZ8K068_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/553e12306719865dd6767505cee9eca1_131732/PRP_ES_es_IE00BYZ8K068_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;IE00BNG2TZ85;72760;iShares Developed World ESG Screened Index Fund (IE) Inst GBP Acc;GBP;N;Renta Variable Global;RV Global Cap. Grande Blend;C;N;MSCI World Screened NR USD;0;GBP;0;GBP;0.17;0.15;;;;;;0;N;5/11/21;3,651,239,306 €;-10.65;-7.11;9.54;9.25;-;-14.64;21.79;28.32;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/67dd56988a42db2dd151c6fb689e57d7_251988/MR_ES_es_IE00BNG2TZ85_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/b5ebdf76446ab8d483fef50bb469daf9_131694/PRP_ES_es_IE00BNG2TZ85_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;IE00BFG1TM61;72760;iShares Developed World ESG Screened Index Fund (IE) Institutional Acc EUR;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World Screened NR USD;0;EUR;0;;0.17;0.15;;;;;;0;N;10/31/14;3,651,239,306 €;-10.65;-6.78;9.54;9.25;18.67;-14.43;21.05;28.32;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/a3e6191a82dc5285a06e2783edd37c06_446415/MR_ES_es_IE00BFG1TM61_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/18933007770809e00bb86b9b96487f4f_131546/PRP_ES_es_IE00BFG1TM61_YES_2024-09-23.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;IE00BFG1TS24;72760;iShares Developed World ESG Screened Index Fund (IE) Institutional Dist GBP;GBP;N;Renta Variable Global;RV Global Cap. Grande Blend;D;Y;MSCI World Screened NR USD;0;GBP;0;;0.17;0.15;;;;;;0;N;1/10/14;3,651,239,306 €;-10.65;-7.11;9.54;9.03;18.46;-15.17;21.8;28.32;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/7d138439d1efff06eddb0a6b8f4819cd_446553/MR_ES_es_IE00BFG1TS24_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/8b805ed036bbc98fa8cc8aff57d1252d_131426/PRP_ES_es_IE00BFG1TS24_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;IE00BD0NCM55;73202;iShares Developed World Index Fund (IE) D Acc EUR;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;0;EUR;0;EUR;0.12;0.1;;;;;;0;N;5/11/17;23,305,607,589 €;-9.91;-5.96;9.7;8.92;18.48;-12.84;18.82;26.93;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/5fed7acd1d802d1b88c073c9bbca6dd0_337234/MR_ES_es_IE00BD0NCM55_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/17674632ce7c4ffbed24e598415d617c_130784/PRP_ES_es_IE00BD0NCM55_YES_2024-09-23.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;N;Y;N;IE000M0KK797;73202;iShares Developed World Index Fund (IE) D Acc EUR Hedged;EUR;Y;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;0;;0;;0.14;0.13;;;;;;0;N;4/13/22;23,305,607,589 €;-6.56;-2.23;8.99;-;-;-;20.79;19.83;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/d19210a394a1010d82dc4b192848cabd_246092/MR_ES_es_IE000M0KK797_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/e87cd7d0b57b6f25b722e10b10cc29e8_131117/PRP_ES_es_IE000M0KK797_YES_2024-09-23.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;N;Y;N;IE00BD0NCL49;73202;iShares Developed World Index Fund (IE) D Acc GBP;GBP;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;0;GBP;0;GBP;0.12;0.11;;;;;;0;N;5/11/17;23,305,607,589 €;-9.92;-6.29;9.7;8.92;18.48;-13.06;19.55;26.93;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/b8b7b093c93a685351ce642b519f0e14_335890/MR_ES_es_IE00BD0NCL49_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/fda19f21bf7fdb99401badab3e129fb7_130855/PRP_ES_es_IE00BD0NCL49_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;IE00BD0NCN62;73202;iShares Developed World Index Fund (IE) D Acc USD;USD;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;1000000;USD;10000;USD;0.12;0.1;;;;;;0;N;5/11/17;23,305,607,589 €;-9.91;-6.19;9.7;8.92;18.49;-12.57;19.52;26.57;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/688b9e016a5823a5dc4ad405f92c527d_337248/MR_ES_es_IE00BD0NCN62_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/c47d905a74ebbbf240d32c680eea9908_130662/PRP_ES_es_IE00BD0NCN62_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;IE00B62WCL09;73202;iShares Developed World Index Fund (IE) Institutional Acc EUR;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;0;EUR;0;EUR;0.16;0.15;;;;;;0;N;12/13/10;23,305,607,589 €;-9.92;-5.97;9.65;8.88;18.43;-12.88;18.77;26.88;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/41734248061110b41d0994d726474eec_374749/MR_ES_es_IE00B62WCL09_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/c4db4caa4db0ebce98bc0091331c0159_130768/PRP_ES_es_IE00B62WCL09_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;IE00BJ023R69;73202;iShares Developed World Index Fund (IE) Institutional Acc EUR Hedged;EUR;Y;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;0;EUR;0;EUR;0.18;0.19;;;;;;0;N;6/14/19;23,305,607,589 €;-6.57;-2.24;8.98;7.4;17.11;-18.08;20.73;19.83;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/68a6820a975f9529bdf47e1078ab5382_285251/MR_ES_es_IE00BJ023R69_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/e318d9cbb79e72a4cb1bda5acab68c4b_131208/PRP_ES_es_IE00BJ023R69_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;IE00B62C5H76;73202;iShares Developed World Index Fund (IE) Institutional Acc GBP;GBP;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;0;GBP;0;GBP;0.16;0.15;;;;;;0;N;9/16/11;23,305,607,589 €;-9.92;-6.3;9.65;8.88;18.44;-13.1;19.51;26.88;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/d241f40b89593daa825dbfe5c60526e0_372219/MR_ES_es_IE00B62C5H76_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/972938175147a67a3d38665aae7d6e34_130866/PRP_ES_es_IE00B62C5H76_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;IE00B62WG306;73202;iShares Developed World Index Fund (IE) Institutional Acc USD;USD;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;10000;USD;10000;USD;0.16;0.15;;;;;;0;N;2/17/11;23,305,607,589 €;-9.92;-6.2;9.65;8.88;18.44;-12.61;19.47;26.52;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/c6938e9bd037767d8141b2d2b9a5be81_374553/MR_ES_es_IE00B62WG306_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/bcaee6ed01463222be5bff5b76bae986_130785/PRP_ES_es_IE00B62WG306_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;IE00B62NV726;73202;iShares Developed World Index Fund (IE) Institutional Dist EUR;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;D;Y;MSCI World NR USD;0;EUR;0;EUR;0.16;0.15;;;;;;0;N;9/7/10;23,305,607,589 €;-9.92;-5.97;9.65;8.65;18.21;-13.42;18.77;26.88;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/7b39959b49d7304190511bfad97f86df_351016/MR_ES_es_IE00B62NV726_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/3f98854781bd206b56c8e940408e6bd5_130742/PRP_ES_es_IE00B62NV726_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;IE00B62HNT07;73202;iShares Developed World Index Fund (IE) Institutional Dist GBP;GBP;N;Renta Variable Global;RV Global Cap. Grande Blend;D;Y;MSCI World NR USD;0;GBP;0;GBP;0.16;0.15;;;;;;0;N;8/22/13;23,305,607,589 €;-9.92;-6.3;9.65;8.65;18.21;-13.64;19.51;26.88;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/ab465acd873b943e6687797b67295755_380169/MR_ES_es_IE00B62HNT07_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9292c580d690cb1192e22d25dd187665_130787/PRP_ES_es_IE00B62HNT07_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;IE00B62NX656;73202;iShares Developed World Index Fund (IE) Institutional Dist USD;USD;N;Renta Variable Global;RV Global Cap. Grande Blend;D;Y;MSCI World NR USD;0;USD;0;USD;0.16;0.15;;;;;;0;N;10/12/12;23,305,607,589 €;-9.92;-6.2;9.65;8.65;18.21;-13.16;19.47;26.52;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/22256e64b380b0a883ceab81060d4ee3_373556/MR_ES_es_IE00B62NX656_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/c6d157ccc3d7ccdad2287ceafdb08625_130585/PRP_ES_es_IE00B62NX656_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;LU0836513183;71717;iShares Emerging Markets Equity Index Fund (LU) A2 USD;USD;N;Renta Variable Emergentes;RV Global Emergente;C;Y;MSCI EM NR USD;5000;USD;0;;0.63;0.5;;;;;;28.5;N;11/16/12;262,865,212 €;-3.54;1.51;13.4;3.34;10.1;-15.34;5.26;14.39;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/7ab1d9b520b62f93e94dfb917e7bc4df_366881/MR_ES_es_LU0836513183_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/61123f391ca476a4c9c246a77581a821_130990/PRP_ES_es_LU0836513183_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;N;Y;N;LU1811364303;71717;iShares Emerging Markets Equity Index Fund (LU) D2 EUR;EUR;N;Renta Variable Emergentes;RV Global Emergente;C;Y;MSCI EM NR USD;0;;0;;0.38;0.2;;;;;;0;N;5/2/18;262,865,212 €;-3.49;1.69;13.65;3.54;10.59;-15.08;5.04;14.72;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/2d84c61b511e30b394a1225dba7d41d6_317250/MR_ES_es_LU1811364303_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9e6b6f3be8f68952ac4e2e6acc22d918_131041/PRP_ES_es_LU1811364303_YES_2024-10-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;N;Y;N;LU1811364212;71717;iShares Emerging Markets Equity Index Fund (LU) D2 USD Cap;USD;N;Renta Variable Emergentes;RV Global Emergente;C;Y;MSCI EM NR USD;0;;0;;0.33;0.2;;;;;;0;N;5/2/18;262,865,212 €;-3.51;1.57;13.73;3.64;10.43;-15.08;5.59;14.73;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/75401c315aab2ab12ed46ae53e2f33d2_318374/MR_ES_es_LU1811364212_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/edbc104e3ecc0593bc6321cf75e44af1_130915/PRP_ES_es_LU1811364212_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;N;Y;N;IE00BKFVZB33;72781;iShares Emerging Markets Government Bond Index Fund (IE) D Dist Hedged GBP;GBP;Y;Renta Fija Gobierno Emergentes;RF Global Emergente;D;Y;JPM EMBI Global Diversified TR USD;500000;GBP;0;;0.2;0.19;;;;;;0;N;11/27/19;2,497,469,388 €;-0.75;0.89;10.53;2.61;5.45;-22.77;12.26;11.48;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/8b4d71ee2f51df97bef199eaf66ecb84_363021/MR_ES_es_IE00BKFVZB33_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/140e8387a7c4dd20bf5f236fcb8eb2c6_131771/PRP_ES_es_IE00BKFVZB33_YES_2024-09-23.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;40;10
;Y;N;N;IE00BJ9MTQ85;72781;iShares Emerging Markets Government Bond Index Fund (IE) Institutional Acc Hedged EUR;EUR;Y;Renta Fija Gobierno Emergentes;RF Global Emergente - Sesgo EUR;C;Y;JPM EMBI Global Diversified TR USD;0;EUR;0;;0.25;0.4;;;;;;0;N;8/2/19;2,497,469,388 €;0.54;2.31;7.21;1.21;2.36;-19.62;8.16;4.89;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/16591b5fcbc03539bac8a3dd8ea1b01b_375431/MR_ES_es_IE00BJ9MTQ85_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/38c2cb95ff9293b2fd018fe53de0efcc_132134/PRP_ES_es_IE00BJ9MTQ85_YES_2024-09-23.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;N;N;IE00BZ1NTF08;72781;iShares Emerging Markets Government Bond Index Fund (IE) Institutional Acc USD;USD;N;Renta Fija Gobierno Emergentes;RF Global Emergente;C;Y;JPM EMBI Global Diversified TR USD;0;USD;0;;0.23;0.2;;;;;;0;N;7/20/18;2,497,469,388 €;-3.58;-2.72;8.74;4.19;4.32;-11.52;7.13;13.95;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/edde479ec41ec5e465190c02ace8283d_394827/MR_ES_es_IE00BZ1NTF08_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/72ca4d91eaedc7fd1a8d998da7aa3e0b_131456/PRP_ES_es_IE00BZ1NTF08_YES_2024-09-23.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;40;10
;Y;N;N;LU1373035580;71732;iShares Emerging Markets Government Bond Index Fund (LU) A2 EUR Hedged;EUR;Y;Renta Fija Gobierno Emergentes;RF Global Emergente - Sesgo EUR;C;Y;JPM EMBI Global Diversified TR USD;5000;EUR;0;;0.52;0.45;;;;;;25.65;N;4/13/16;2,157,804,594 €;0.67;1.97;7.03;0.8;2.87;-20.06;7.92;4.69;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/0b4dd550e2a6da83ebd95dff8cd099a7_442088/MR_ES_es_LU1373035580_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9013c1fbeff1040bfdc2707b36d3c3ab_131783/PRP_ES_es_LU1373035580_YES_2024-10-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;N;N;LU0836513696;71732;iShares Emerging Markets Government Bond Index Fund (LU) A2 USD;USD;N;Renta Fija Gobierno Emergentes;RF Global Emergente;C;Y;JPM EMBI Global Diversified TR USD;5000;USD;0;;0.52;0.45;;;;;;25.65;N;5/28/13;2,157,804,594 €;-3.4;-2.56;8.75;3.93;4.66;-11.81;6.89;13.64;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/0730657a728e6d64f6197d8488b810a4_513504/MR_ES_es_LU0836513696_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/88aa3fff68768406cbabcb6df512a1ba_131547/PRP_ES_es_LU0836513696_YES_2024-10-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;40;10
;N;Y;N;LU1811365292;71732;iShares Emerging Markets Government Bond Index Fund (LU) D2;EUR;N;Renta Fija Gobierno Emergentes;RF Global Emergente;C;Y;JPM EMBI Global Diversified TR USD;0;;0;;0.27;0.2;;;;;;0;N;5/9/18;2,157,804,594 €;-3.35;-2.38;8.96;4.1;5.07;-11.97;7.1;13.91;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/8b0f2f2226eeed9024cff6724fadc0a4_373482/MR_ES_es_LU1811365292_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/a6a6afc82d82e4dc6286f4a5b90bd5be_131759/PRP_ES_es_LU1811365292_YES_2024-10-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
;N;Y;N;LU1811365029;71732;iShares Emerging Markets Government Bond Index Fund (LU) D2;USD;N;Renta Fija Gobierno Emergentes;RF Global Emergente;C;Y;JPM EMBI Global Diversified TR USD;0;;0;;0.27;0.2;;;;;;0;N;5/9/18;2,157,804,594 €;-3.38;-2.51;9.03;4.2;4.92;-11.97;7.1;13.91;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/10eaa6050485475b895caf742ce024f9_392093/MR_ES_es_LU1811365029_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/99275f079af632c417b3eabb30376bfb_131550/PRP_ES_es_LU1811365029_YES_2024-10-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;40;10
